JobID	Title	Description	Requirements	Des	Cluster	Industry
184792	Administrative Assistant	   Chase Professionals is looking for qualifeid candidates with advanced Administrative skills. This is a temp to hire position for a Great company in the Northwest Side of town.	JOB QUALIFICATIONS:     Customer Service   Please NO medical, retail or banking resumes !!!!!!!!   Must have worked in a DISTURBITION OR INDUSTRAIL ENVIORMENT TO BE CONSIDERED!   Good data entry skills   Purchasing background a big plus!   Type 45 wpm plus (will be tested)   Good Work History   Great communications skills   Must be proficient in Excel and Word   Positive Attitude   Relaible Transportation   Must have flexibility to multitask and work in a fast paced environment with constantly changing priorities and ability to work under pressure and meet strict deadlines under general supervision.   Ability to handle multiple projects in an organized manner   High level of attention to detail; takes initiative; self-starter; able to work independently and with team   Compiles, sorts, and verifies accuracy of data to be entered   PAY RATE WILL BE BETWEEN $12-$14  CHASE Professionals is an Equal Opportunity Employer with a drug-free workplace. All positions are subject to a 7 year criminal background and a pre-employment drug screen. 	Administrative Assistant   Chase Professionals is looking for qualifeid candidates with advanced Administrative skills. This is a temp to hire position for a Great company in the Northwest Side of town.JOB QUALIFICATIONS:     Customer Service   Please NO medical, retail or banking resumes !!!!!!!!   Must have worked in a DISTURBITION OR INDUSTRAIL ENVIORMENT TO BE CONSIDERED!   Good data entry skills   Purchasing background a big plus!   Type 45 wpm plus (will be tested)   Good Work History   Great communications skills   Must be proficient in Excel and Word   Positive Attitude   Relaible Transportation   Must have flexibility to multitask and work in a fast paced environment with constantly changing priorities and ability to work under pressure and meet strict deadlines under general supervision.   Ability to handle multiple projects in an organized manner   High level of attention to detail; takes initiative; self-starter; able to work independently and with team   Compiles, sorts, and verifies accuracy of data to be entered   PAY RATE WILL BE BETWEEN $12-$14  CHASE Professionals is an Equal Opportunity Employer with a drug-free workplace. All positions are subject to a 7 year criminal background and a pre-employment drug screen. 	3	Administrative & Office Support
238287	Assistant Controller	Classification: Assistant Controller     Compensation: $65,454.99 to $80,000.00 per year     Our client, a dynamic growing real estate and property management company located in Delaware seeks an assistant controller. The duties of the assistant controller will include:   Responsible for Month-end close  Strong Consolidations needed  Strong financial reporting  Budgeting and Forecasting  There could be some tax work as well.   Responsible to lead monthly close and consolidation process.   Provide leadership on inter company accounting.   Other duties will include assisting with the budget process, researching accounting issues for compliance and interfacing with the external auditors. If you are interested in this or similar roles please send your resume in Word format to cecilia.bjurstrom Bjurstrom  Phone: 484-254-9040	The ideal assistant controller will have:  7+ years of experience preferably a public/private mix   A four year degree in Accounting, Finance or related major  CPA strongly preferred. Experience in any industry is fine ( no financial services) Ideal industry would be real estate, construction.     Robert Half Finance & Accounting pioneered specialized financial recruitment and today is the worldwide leader. We specialize in placing professionals on a full-time basis in a variety of areas, including accounting, finance, bookkeeping, payroll, credit & collections, audit and taxation. For six decades we have been matching highly skilled accounting and finance professionals with our clients' positions. Our relationship with industry-leading companies in more than 350 locations around the globe gives you unparalleled access to exciting career opportunities. Our company again was named to FORTUNE   magazine?s 'World?s Most Admired Companies' list, ranking #1 in our industry in both innovation and quality of services. (March 21, 2011). Robert Half Finance & Accounting is an Equal Opportunity Employer	Assistant ControllerClassification: Assistant Controller     Compensation: $65,454.99 to $80,000.00 per year     Our client, a dynamic growing real estate and property management company located in Delaware seeks an assistant controller. The duties of the assistant controller will include:   Responsible for Month-end close  Strong Consolidations needed  Strong financial reporting  Budgeting and Forecasting  There could be some tax work as well.   Responsible to lead monthly close and consolidation process.   Provide leadership on inter company accounting.   Other duties will include assisting with the budget process, researching accounting issues for compliance and interfacing with the external auditors. If you are interested in this or similar roles please send your resume in Word format to cecilia.bjurstrom Bjurstrom  Phone: 484-254-9040The ideal assistant controller will have:  7+ years of experience preferably a public/private mix   A four year degree in Accounting, Finance or related major  CPA strongly preferred. Experience in any industry is fine ( no financial services) Ideal industry would be real estate, construction.     Robert Half Finance & Accounting pioneered specialized financial recruitment and today is the worldwide leader. We specialize in placing professionals on a full-time basis in a variety of areas, including accounting, finance, bookkeeping, payroll, credit & collections, audit and taxation. For six decades we have been matching highly skilled accounting and finance professionals with our clients' positions. Our relationship with industry-leading companies in more than 350 locations around the globe gives you unparalleled access to exciting career opportunities. Our company again was named to FORTUNE   magazine?s 'World?s Most Admired Companies' list, ranking #1 in our industry in both innovation and quality of services. (March 21, 2011). Robert Half Finance & Accounting is an Equal Opportunity Employer	7	Finance & Accounting & Business
264564	Senior Revenue Accountant	Our client, a publicly traded global Oil and Gas company is seeking a Senior Revenue Accountant. Due to expansion, this position has become available and our client is interviewing immediately. With locations all over the globe, this position is conveniently located in the West Houston area..  Responsibilities of this position include but are not limited to the following:     Perform monthly volume & value trend analysis and provide explanation for exceptions  Prepare and complete production allocations, revenue accrual entries  General Ledger Accounting and Revenue Settlements  Actively participates in quarterly and yearly accounting cycles  Reconciliation of the daily and monthly revenue intakes  Monitor Accounts Payable and Accounts Receivable     	Must have degree in Accounting or related field Prior experience in the Oil and Gas Industry Effective communicator both written and verbal Strong abilities in Microsoft Excel	Senior Revenue AccountantOur client, a publicly traded global Oil and Gas company is seeking a Senior Revenue Accountant. Due to expansion, this position has become available and our client is interviewing immediately. With locations all over the globe, this position is conveniently located in the West Houston area..  Responsibilities of this position include but are not limited to the following:     Perform monthly volume & value trend analysis and provide explanation for exceptions  Prepare and complete production allocations, revenue accrual entries  General Ledger Accounting and Revenue Settlements  Actively participates in quarterly and yearly accounting cycles  Reconciliation of the daily and monthly revenue intakes  Monitor Accounts Payable and Accounts Receivable     Must have degree in Accounting or related field Prior experience in the Oil and Gas Industry Effective communicator both written and verbal Strong abilities in Microsoft Excel	7	Finance & Accounting & Business
271319	MEDICAL ASSISTANT/OPHTHALMIC TECHNICIAN	   MEDICAL ASSISTANTS/OPHTHALMIC TECHNICIANS   At New England Retina Associates, we specialize in the diseases and surgery of the retina and vitreous. We are a high-profile, board-certified, practice of highly trained vitreo-retinal specialists committed to providing excellent patient care in a comfortable environment. We offer personalized, state-of-the-art quality care with convenient Connecticut locations.    We are currently seeking experienced Medical Assistants/Ophthalmic Technicians   We have an opening in our Fairfield and New Haven locations,    Candidates should be motivated, a self-starter capable of independent thinking and action.  We have an excellent starting salary, benefits and vacation package.  Candidate would be working with a team of technicians at three offices weekly  Our offices are located in Greenwich, Westport ,Hamden,      MEDICAL ASSISTANTS/OPHTHALMIC TECHNICIANS 	    A retina background is preferred (3 years)     Medical Assistant experience required    Ability to work independently or as part of a team    Traveling with a team of technicians to three offices weekly   	MEDICAL ASSISTANT/OPHTHALMIC TECHNICIAN   MEDICAL ASSISTANTS/OPHTHALMIC TECHNICIANS   At New England Retina Associates, we specialize in the diseases and surgery of the retina and vitreous. We are a high-profile, board-certified, practice of highly trained vitreo-retinal specialists committed to providing excellent patient care in a comfortable environment. We offer personalized, state-of-the-art quality care with convenient Connecticut locations.    We are currently seeking experienced Medical Assistants/Ophthalmic Technicians   We have an opening in our Fairfield and New Haven locations,    Candidates should be motivated, a self-starter capable of independent thinking and action.  We have an excellent starting salary, benefits and vacation package.  Candidate would be working with a team of technicians at three offices weekly  Our offices are located in Greenwich, Westport ,Hamden,      MEDICAL ASSISTANTS/OPHTHALMIC TECHNICIANS     A retina background is preferred (3 years)     Medical Assistant experience required    Ability to work independently or as part of a team    Traveling with a team of technicians to three offices weekly   	1	Healthcare & Medical
281610	General Labor	Employment Plus is always seeking superstars to work with us!! We offer bonuses, incentive programs, and great benefits!    We currently have multiple positions open in production, manufacturing, general labor, and much more!!!   If you are interested, apply via CareerBuilder, then register at employmentplus.com.    Feel free to come in or call us at:  6685 Quince Road Suite 116 Memphis, TN 38119 901.753.5007     Thank you and we look forward to working with you!	Applicants must be willing to submit to a pre employment drug screen and a background check. Minimum High School Diploma or GED required.	General LaborEmployment Plus is always seeking superstars to work with us!! We offer bonuses, incentive programs, and great benefits!    We currently have multiple positions open in production, manufacturing, general labor, and much more!!!   If you are interested, apply via CareerBuilder, then register at employmentplus.com.    Feel free to come in or call us at:  6685 Quince Road Suite 116 Memphis, TN 38119 901.753.5007     Thank you and we look forward to working with you!Applicants must be willing to submit to a pre employment drug screen and a background check. Minimum High School Diploma or GED required.	9	Technology & Engineering
314156	Purchasing - Clerical	LNK International, Inc., a rapidly growing pharmaceutical manufacturer located in Hauppauge, Long Island, New York, has an opening for a clerical assistant in our Purchasing department. This position will be responsible for diverse administrative duties within the purchasing department.  Responsibilities include but are not limited to purchase order entry and placement, filing, following through on orders placed and data matching. In addition this individual will be responsible for other duties as assigned by the manager.	* Prior experience in purchasing department preferred * Exceptional organizational skills * Excellent verbal and written commnunication skills * Knowledge of Microsoft Word and Excel * Ability to learn new computer sytem * Ability to interact professionally with all levels of employees and management * Previous experience within a purchasing department required * Bilingual English/Spanish a plus   LNK offers a competitive salary, comprehensive benefits package including 401(k), challenging work environment and an excellent growth opportunity. Please forward resumes which MUST include salary requirements, in confidence, to gs	Purchasing - ClericalLNK International, Inc., a rapidly growing pharmaceutical manufacturer located in Hauppauge, Long Island, New York, has an opening for a clerical assistant in our Purchasing department. This position will be responsible for diverse administrative duties within the purchasing department.  Responsibilities include but are not limited to purchase order entry and placement, filing, following through on orders placed and data matching. In addition this individual will be responsible for other duties as assigned by the manager.* Prior experience in purchasing department preferred * Exceptional organizational skills * Excellent verbal and written commnunication skills * Knowledge of Microsoft Word and Excel * Ability to learn new computer sytem * Ability to interact professionally with all levels of employees and management * Previous experience within a purchasing department required * Bilingual English/Spanish a plus   LNK offers a competitive salary, comprehensive benefits package including 401(k), challenging work environment and an excellent growth opportunity. Please forward resumes which MUST include salary requirements, in confidence, to gs	5	Administrative & Office Support
447920	1st, 2nd & 3rd Shift Plastic Injection Molding Operators	 Employment Plus now has exciting 1st, 2nd, and 3rd shift Temp to Hire Plastic Injection Molding Operators!  Global plastics is located on the NW side of Indianapolis at the cross roads of 71st St and Guion Rd. Must have strong attention to detail  Excellent eye sight Quality control/inspection/plastic injection molding experience is preferred  90 day probationary period  Full time hours plus mandatory overtime  Perfect attendance is required  Temp-to-Hire  $9.00 per hr    Hours: 1st Shift: 7:00 AM - 3:30 PM; Monday-Friday 2nd Shift: 3:00 PM - 11:30 PM; Monday-Friday 3rd Shift: 11:00 PM - 7:30 AM; Sunday-Thursday   If interested, please complete the online registration at  Upon completion, call the North East Indy branch of Employment Plus at 317.845.9613.    	  Must have a High School diploma or GED.  Must be able to pass a drug screen and background check.  Must have strong attention to detail and proven longevity with past employment.     Must have a clean criminal background; no felonies, drugs, theft or violence.     Must have reliable transportation.     Perfect attendance is required for permanent hire.  Experience is preferred   	1st, 2nd & 3rd Shift Plastic Injection Molding Operators Employment Plus now has exciting 1st, 2nd, and 3rd shift Temp to Hire Plastic Injection Molding Operators!  Global plastics is located on the NW side of Indianapolis at the cross roads of 71st St and Guion Rd. Must have strong attention to detail  Excellent eye sight Quality control/inspection/plastic injection molding experience is preferred  90 day probationary period  Full time hours plus mandatory overtime  Perfect attendance is required  Temp-to-Hire  $9.00 per hr    Hours: 1st Shift: 7:00 AM - 3:30 PM; Monday-Friday 2nd Shift: 3:00 PM - 11:30 PM; Monday-Friday 3rd Shift: 11:00 PM - 7:30 AM; Sunday-Thursday   If interested, please complete the online registration at  Upon completion, call the North East Indy branch of Employment Plus at 317.845.9613.      Must have a High School diploma or GED.  Must be able to pass a drug screen and background check.  Must have strong attention to detail and proven longevity with past employment.     Must have a clean criminal background; no felonies, drugs, theft or violence.     Must have reliable transportation.     Perfect attendance is required for permanent hire.  Experience is preferred   	13	Technology & Engineering
459278	INSPECTOR QC - Update 6/12/12 we are still looking	 Responsible for ensuring that incoming material and outgoing parts are properly inspected. Must be thorough, attentive to detail, and on time are requirements of the job. Both 1st & 2nd shifts needed.    Utilize standard measuring instruments, perform final inspection     Perform detailed inspection in receiving, in-process and at shipping to ensure products meet customers specifications    Follow quality processes and procedures    Perform first article inspection and other extensive inspections per specifications    Maintain appropriate inspection records     Operate under Lean Manufacturing principles to ensure timely and quality inspection of product     Develop and review inspection plans  Ensure quality standards are met for all components and assemblies to final disposition    Maintain parts, inspection reports and prints/drawings    Call Elmer today! (203) 513-2223	 Above.	INSPECTOR QC - Update 6/12/12 we are still looking Responsible for ensuring that incoming material and outgoing parts are properly inspected. Must be thorough, attentive to detail, and on time are requirements of the job. Both 1st & 2nd shifts needed.    Utilize standard measuring instruments, perform final inspection     Perform detailed inspection in receiving, in-process and at shipping to ensure products meet customers specifications    Follow quality processes and procedures    Perform first article inspection and other extensive inspections per specifications    Maintain appropriate inspection records     Operate under Lean Manufacturing principles to ensure timely and quality inspection of product     Develop and review inspection plans  Ensure quality standards are met for all components and assemblies to final disposition    Maintain parts, inspection reports and prints/drawings    Call Elmer today! (203) 513-2223 Above.	5	Technology & Engineering
542840	Recruiter	Elwood Staffing has a client seeking an experienced professional recruiter for a manufacturing and production environment. The successful candidate will be experienced in recruiting full-time professionals in business and engineering, with dedication to building strong relationships with a variety of internal customers.   The successful candidate will be primarily responsible for recruiting experienced candidates in business and engineering fields. The position will also include conducting technical candidate interviews; internet research, candidate sourcing for entry and experienced level positions. Additional responsibilities will include experience in using on-line job posting systems, job boards, web sites and other Web-based media to identify potential candidates.	Qualified Recruiter applicants must have    3 to 5 years experience in professional exempt level recruiting  Must have experience in recruiting business and engineering professionals.   Must have experience with online Applicant Tracking Systems, Taleo preferred.   Flexibility to work extra hours when workloads and deadlines require.   Demonstrate high level of written and oral communication.   Must be a self-starter requiring minimal supervision.   Ability to adapt to a changing environment and multi-task assignments   Bachelor's degree Business Administration/Management, Human Resources or equivalent experience as a professional recruiter   Excellent working knowledge of Microsoft Excel, Word and Powerpoint   Interested applicant MUST submit a resume to be considered for this position   Pay will be based on experience	RecruiterElwood Staffing has a client seeking an experienced professional recruiter for a manufacturing and production environment. The successful candidate will be experienced in recruiting full-time professionals in business and engineering, with dedication to building strong relationships with a variety of internal customers.   The successful candidate will be primarily responsible for recruiting experienced candidates in business and engineering fields. The position will also include conducting technical candidate interviews; internet research, candidate sourcing for entry and experienced level positions. Additional responsibilities will include experience in using on-line job posting systems, job boards, web sites and other Web-based media to identify potential candidates.Qualified Recruiter applicants must have    3 to 5 years experience in professional exempt level recruiting  Must have experience in recruiting business and engineering professionals.   Must have experience with online Applicant Tracking Systems, Taleo preferred.   Flexibility to work extra hours when workloads and deadlines require.   Demonstrate high level of written and oral communication.   Must be a self-starter requiring minimal supervision.   Ability to adapt to a changing environment and multi-task assignments   Bachelor's degree Business Administration/Management, Human Resources or equivalent experience as a professional recruiter   Excellent working knowledge of Microsoft Excel, Word and Powerpoint   Interested applicant MUST submit a resume to be considered for this position   Pay will be based on experience	5	Administrative & Office Support
570720	Bilingual Event Greeters!!	description  Looking to make quick and easy cash? Look no further! Our client, a well-known financial institution, is in need of a group of Bilingual Greeters to work a big Mortgage Event in Providence, RI. We are looking for people who are friendly, have a great customer service attitude, and have the ability to stand on their feet for a long period of time. The Greeter's will be responsible for; greeting clients, directing clients to certain areas of the Event, and handing out appropriate information. BILINGUAL candidates needed. These events will be held for four days in a row (6/13-6/16), and we are looking for people who can commit to ALL 4 days. $15/hr. If interested, please respond ASAP as slots will fill up very quickly! Please send your resume to: corey.harper . You may also call 617-350-6336 for further details. Recent college grad's and students home for the summer are encouraged to apply!    Working hours: 7am to 8pm    • The shifts per day will be 12 hours.  • Lunch and dinner included!  • Reimbursed Parking (if applicable)    Dates/Locations:  Providence, RI  Wednesday, June 13th - Saturday, June 16th    Randstad is a world leader in matching great people with great companies. Our experienced agents will listen carefully to your employment needs and then work diligently to match your skills and qualifications to the right job and company. Whether you're looking for temporary, temporary-to-permanent or permanent opportunities, no one works harder for you than Randstad.		Bilingual Event Greeters!!description  Looking to make quick and easy cash? Look no further! Our client, a well-known financial institution, is in need of a group of Bilingual Greeters to work a big Mortgage Event in Providence, RI. We are looking for people who are friendly, have a great customer service attitude, and have the ability to stand on their feet for a long period of time. The Greeter's will be responsible for; greeting clients, directing clients to certain areas of the Event, and handing out appropriate information. BILINGUAL candidates needed. These events will be held for four days in a row (6/13-6/16), and we are looking for people who can commit to ALL 4 days. $15/hr. If interested, please respond ASAP as slots will fill up very quickly! Please send your resume to: corey.harper . You may also call 617-350-6336 for further details. Recent college grad's and students home for the summer are encouraged to apply!    Working hours: 7am to 8pm    • The shifts per day will be 12 hours.  • Lunch and dinner included!  • Reimbursed Parking (if applicable)    Dates/Locations:  Providence, RI  Wednesday, June 13th - Saturday, June 16th    Randstad is a world leader in matching great people with great companies. Our experienced agents will listen carefully to your employment needs and then work diligently to match your skills and qualifications to the right job and company. Whether you're looking for temporary, temporary-to-permanent or permanent opportunities, no one works harder for you than Randstad.	13	Retail & Customer Support
573912	HR COORDINATOR	  Strong communication, prioritization, and organization skills.   Ability to work in a team environment.   Serve as a resource for employees on various HR related functions  Maintain employee files  Strong computer skills.   Flexibility, adaptability, integrity, and interpersonal skills 	  Knowledge of Microsoft Office systems; Outlook, Word, Excel, PowerPoint   Excellent organizational skills  Excellent customer service skills, and detail orientation.  Self starter with a focus on meeting required deadlines. 	HR COORDINATOR  Strong communication, prioritization, and organization skills.   Ability to work in a team environment.   Serve as a resource for employees on various HR related functions  Maintain employee files  Strong computer skills.   Flexibility, adaptability, integrity, and interpersonal skills   Knowledge of Microsoft Office systems; Outlook, Word, Excel, PowerPoint   Excellent organizational skills  Excellent customer service skills, and detail orientation.  Self starter with a focus on meeting required deadlines. 	9	Administrative & Office Support
590623	Inside Customer Service Representative	An exciting opportunity now exists to join Allstate! Due to growth of the company, we are searching for enthusiastic, hard-working, and driven Inside Customer Service Representatives to join our team with one of our Agents locations.   Job Description  Allstate Exclusive Agency owners are currently seeking experienced sales or customer service professionals for positions within their offices. Ideal candidates are team-oriented committed to serving current client base while growing the Agency's customer base. The Inside Customer Service Representative duties may include but are not limited to:     Solicits and writes new P&C policies from both inside and outside   Proactively identify and act on cross-sell opportunities   Provide initial response to all service request for existing Auto and Property customers   Ability to navigate a computerized data entry system   Must be able to demonstrate a comprehensive understanding of specific company products while matching customer needs  	  Willing to obtain Property and Casualty License  Proficient in Microsoft Office products   Ability to multi-task   Exceptional communication skills   Sales motivated with proven cold calling skills   High School graduate   Bi-lingual Spanish is a plus, not required!     Allstate Offers    Competitive base plus commission  Ongoing company training and professional development.       Here's YOUR opportunity to capitalize on a genuine career opportunity! If you are a motivated, high energy individual who is looking to take the next step in their career, APPLY NOW!   Keyword Terms: salesperson, salesman, saleswoman, selling, inside sales, outside sales, account executive, AE, sales support, administrative, account consultant, sales admin, sales administrator, business development rep, business development representative, sales and business development, selling, biz dev, CSR, C.S.R., customer service, customer service rep, customer service representative, customer support, customer care, athlete, insurance, insurance agent, property & casualty license, life & health, sales producer, state farm, allstate nationwide, liberty mutual	Inside Customer Service RepresentativeAn exciting opportunity now exists to join Allstate! Due to growth of the company, we are searching for enthusiastic, hard-working, and driven Inside Customer Service Representatives to join our team with one of our Agents locations.   Job Description  Allstate Exclusive Agency owners are currently seeking experienced sales or customer service professionals for positions within their offices. Ideal candidates are team-oriented committed to serving current client base while growing the Agency's customer base. The Inside Customer Service Representative duties may include but are not limited to:     Solicits and writes new P&C policies from both inside and outside   Proactively identify and act on cross-sell opportunities   Provide initial response to all service request for existing Auto and Property customers   Ability to navigate a computerized data entry system   Must be able to demonstrate a comprehensive understanding of specific company products while matching customer needs    Willing to obtain Property and Casualty License  Proficient in Microsoft Office products   Ability to multi-task   Exceptional communication skills   Sales motivated with proven cold calling skills   High School graduate   Bi-lingual Spanish is a plus, not required!     Allstate Offers    Competitive base plus commission  Ongoing company training and professional development.       Here's YOUR opportunity to capitalize on a genuine career opportunity! If you are a motivated, high energy individual who is looking to take the next step in their career, APPLY NOW!   Keyword Terms: salesperson, salesman, saleswoman, selling, inside sales, outside sales, account executive, AE, sales support, administrative, account consultant, sales admin, sales administrator, business development rep, business development representative, sales and business development, selling, biz dev, CSR, C.S.R., customer service, customer service rep, customer service representative, customer support, customer care, athlete, insurance, insurance agent, property & casualty license, life & health, sales producer, state farm, allstate nationwide, liberty mutual	8	Sales & Account Management
614054	Child and Adolescent Case Managers	Mental Health Cooperative is a mental health agency that incorporates intensive case management, psychiatric/clinic services and 24 hour emergency psychiatric services into an integrated system of care. Our services assist children and adults who have a serious mental illness to live successful and satisfying lives in the community and recover from the devastating effects of the illness.   We are currently recruiting for Adult and Family, Child, and Adolescent Case Managers who provide case management services to consumers with severe and persistent mental illness and other team members’ consumers in Davidson County.   For more information, please visit our website   	We are seeking energetic individuals who are interested in flexibility and local travel with a Master’s or Bachelor’s degree in a related field of counseling, psychology, social work or other behavioral health field Valid Tennessee driver’s license with F endorsement; Acceptable MVR report; Individual car insurance allowing transportation of consumers 10–15% of the time; Acceptable personal background clearances.  Submit resumes today to work with our progressive mental health agency.  	Child and Adolescent Case ManagersMental Health Cooperative is a mental health agency that incorporates intensive case management, psychiatric/clinic services and 24 hour emergency psychiatric services into an integrated system of care. Our services assist children and adults who have a serious mental illness to live successful and satisfying lives in the community and recover from the devastating effects of the illness.   We are currently recruiting for Adult and Family, Child, and Adolescent Case Managers who provide case management services to consumers with severe and persistent mental illness and other team members’ consumers in Davidson County.   For more information, please visit our website   We are seeking energetic individuals who are interested in flexibility and local travel with a Master’s or Bachelor’s degree in a related field of counseling, psychology, social work or other behavioral health field Valid Tennessee driver’s license with F endorsement; Acceptable MVR report; Individual car insurance allowing transportation of consumers 10–15% of the time; Acceptable personal background clearances.  Submit resumes today to work with our progressive mental health agency.  	1	Healthcare & Medical
615224	Front Desk Hotel	Front Desk  The Wingate by Wyndham Hotel Indianapolis Northwest is currently seeking applicants with outstanding customer service skills for part-time Front Desk Clerk. If hired, applicants should be prepared to work weeknights, weekends and holidays. Must communicate well and be able to provide exceptional customer service. Apply in person @ 6240 Intech Commons Drive, Indianapolis, IN 46278 or submit resume.	Front Desk requirements listed above	Front Desk HotelFront Desk  The Wingate by Wyndham Hotel Indianapolis Northwest is currently seeking applicants with outstanding customer service skills for part-time Front Desk Clerk. If hired, applicants should be prepared to work weeknights, weekends and holidays. Must communicate well and be able to provide exceptional customer service. Apply in person @ 6240 Intech Commons Drive, Indianapolis, IN 46278 or submit resume.Front Desk requirements listed above	8	Retail & Customer Support
617256	Electrical Helper	Now accepting applications for entry level cable techs and electrical helpers to help wire a new data center in the Kings Mountain area.  These jobs require a minimum of 6 months experience running wire or voice and data cabling through conduit.   This is a contract opportunity with long term employment possibilities.  If you are an experienced electrical helper or cable tech that has pulled or installed communication cable, then we would like to hear from you.   Please reply with resume   	  At least 6 months (or more) experience pulling wire through conduit, or installing voice & data cable i.e. Cat-5, Cat-6, Coaxial, or Fiber.  Steel toes safety boots  Clean criminal background  Pass drug screen  	Electrical HelperNow accepting applications for entry level cable techs and electrical helpers to help wire a new data center in the Kings Mountain area.  These jobs require a minimum of 6 months experience running wire or voice and data cabling through conduit.   This is a contract opportunity with long term employment possibilities.  If you are an experienced electrical helper or cable tech that has pulled or installed communication cable, then we would like to hear from you.   Please reply with resume     At least 6 months (or more) experience pulling wire through conduit, or installing voice & data cable i.e. Cat-5, Cat-6, Coaxial, or Fiber.  Steel toes safety boots  Clean criminal background  Pass drug screen  	9	Technology & Engineering
628493	High Tech Aides, LPNs & RNs	" Aegis Health Perspectives, Inc. Specializes in Providing Spinal Cord Injury Home Care   High Tech Home Health Aide $10-12 Nursing (LPN and RN) $22-30  Hourly Wages Based on Experience Level  HTA Positions (Clinton Twp, Romulus, Ann Arbor/Ypsilanti Areas) LPN & RN (Novi, Walled Lake and Ann Arbor/Ypsilanti Areas)   SCI Experience Preferred Benefits for Full Time, Employer Contributed IRA  ""Building Long Term, Trusting Relationships  Between our Clients and Employees""    20270 Middlebelt Road, Ste 1, Livonia, MI 48152 Phone. 248.615.1730 Fax. 248.615.1830   Serious Candidates Only, Please Fax or Email  Cover Letter and Resume to letia @ aegishp.com  *please note position applying for (Aide, LPN or RN) in Subject  "	Job Requirements Your Own Reliable Transportation Valid Michigan Drivers License Valid Proof of Automobile Insurance that names you as an Insured Driver Valid Michigan Registration Ability to Lift 50 Lbs Able to Travel to Clients Homes in the Tri-County Area Pass a Drug Screen & Criminal Background Check	"High Tech Aides, LPNs & RNs Aegis Health Perspectives, Inc. Specializes in Providing Spinal Cord Injury Home Care   High Tech Home Health Aide $10-12 Nursing (LPN and RN) $22-30  Hourly Wages Based on Experience Level  HTA Positions (Clinton Twp, Romulus, Ann Arbor/Ypsilanti Areas) LPN & RN (Novi, Walled Lake and Ann Arbor/Ypsilanti Areas)   SCI Experience Preferred Benefits for Full Time, Employer Contributed IRA  ""Building Long Term, Trusting Relationships  Between our Clients and Employees""    20270 Middlebelt Road, Ste 1, Livonia, MI 48152 Phone. 248.615.1730 Fax. 248.615.1830   Serious Candidates Only, Please Fax or Email  Cover Letter and Resume to letia @ aegishp.com  *please note position applying for (Aide, LPN or RN) in Subject  Job Requirements Your Own Reliable Transportation Valid Michigan Drivers License Valid Proof of Automobile Insurance that names you as an Insured Driver Valid Michigan Registration Ability to Lift 50 Lbs Able to Travel to Clients Homes in the Tri-County Area Pass a Drug Screen & Criminal Background Check"	1	Healthcare & Medical
748204	Entry Level Mortgage Analyst - Degree Required	Imprimis Staffing is continually hiring for analytically and financially minded recent college graduates for a customer focused mortgage servicing company. This client has monthly training class for several different departments. They offer extensive training to provide employees a fundamental understanding of the mortgage and real estate industries from an investor standpoint.   Consistently Hiring For Loss Mitigation Positions:    Make outbound calls on mortgage accounts and loss mitigation workouts   Gather and analyze information to develop repayment programs for borrowers   Must be able to work until 9 pm or 11 pm two nights a week, 3-5 hour shifts on Saturday and/or Sunday as needed, for a total of 40 hours a week.   Positions are temp to full-time   Eligible for graduated commissions after 120 days of continuous employment   	  Must have a Bachelor degree with a GPA of 2.9 or higher   Must have excellent credit with minimal accounts in negative status, no bankruptcies or repossessions.   Must be able to pass a pre-hire aptitude test, drug screen and criminal background check   Qualified candidates may submit their resume to recruiting	Entry Level Mortgage Analyst - Degree RequiredImprimis Staffing is continually hiring for analytically and financially minded recent college graduates for a customer focused mortgage servicing company. This client has monthly training class for several different departments. They offer extensive training to provide employees a fundamental understanding of the mortgage and real estate industries from an investor standpoint.   Consistently Hiring For Loss Mitigation Positions:    Make outbound calls on mortgage accounts and loss mitigation workouts   Gather and analyze information to develop repayment programs for borrowers   Must be able to work until 9 pm or 11 pm two nights a week, 3-5 hour shifts on Saturday and/or Sunday as needed, for a total of 40 hours a week.   Positions are temp to full-time   Eligible for graduated commissions after 120 days of continuous employment     Must have a Bachelor degree with a GPA of 2.9 or higher   Must have excellent credit with minimal accounts in negative status, no bankruptcies or repossessions.   Must be able to pass a pre-hire aptitude test, drug screen and criminal background check   Qualified candidates may submit their resume to recruiting	9	Finance & Accounting & Business
